uid,unique_id,boot_num,term,estimate,std.error,statistic,p.value
5_1_0716,5_1,0716,r,0.1213078358503013,0.006928783484015344,17.507811599273904,1.521150872689738e-15
5_1_0717,5_1,0717,K,25204.407018654445,3557.4714142576704,7.084921868279802,1.9975704918308824e-7
5_1_0717,5_1,0717,r,0.10013042212332249,0.007757044899645512,12.908320554893054,1.479811511727009e-12
5_1_0718,5_1,0718,K,20034.148869350887,1190.4602726836897,16.828910068697475,3.795027029236465e-15
5_1_0718,5_1,0718,r,0.13230618807738498,0.008444218011530308,15.668258197114895,1.951353182438831e-14
5_1_0719,5_1,0719,K,19586.595003736176,1304.5135950756003,15.014481319070558,5.13177715723363e-14
5_1_0719,5_1,0719,r,0.12612696509813665,0.00900354618685829,14.008587558781388,2.4326546152415653e-13
5_1_0720,5_1,0720,K,20704.097816625515,1213.7940116116138,17.057340552484412,2.7805282482899513e-15
5_1_0720,5_1,0720,r,0.12840938783229291,0.006989808907056135,18.370943975687954,4.965782454040258e-16
5_1_0721,5_1,0721,K,18693.121765651667,940.5753939464281,19.874134371323308,7.849085799024196e-17
5_1_0721,5_1,0721,r,0.14480761646198076,0.007754356695702046,18.67435586787519,3.3866412974309636e-16
5_1_0722,5_1,0722,K,20836.308874782382,1640.9583021133894,12.697646764056898,2.1188043559049475e-12
5_1_0722,5_1,0722,r,0.12316302184718575,0.009299902037860866,13.24347518347788,8.43544056541554e-13
5_1_0723,5_1,0723,K,19311.200701327612,1000.6787701514156,19.29810172589709,1.5679649744697698e-16
5_1_0723,5_1,0723,r,0.13896990513628973,0.007975619665814768,17.424339544668214,1.6993206323457776e-15
5_1_0724,5_1,0724,K,20523.78692190175,2115.3044586763317,9.70252146811276,5.877202748221886e-10
5_1_0724,5_1,0724,r,0.12917667771359867,0.010417287821046903,12.40022162511555,3.543762285271704e-12
5_1_0725,5_1,0725,K,18774.750595111986,1667.527047153333,11.25903812304737,2.7807675463800978e-11
5_1_0725,5_1,0725,r,0.1343102272739237,0.012385829327429066,10.84386226576582,6.099432067802519e-11
5_1_0726,5_1,0726,K,21639.31675258325,1751.0484462342336,12.3579200787507,3.81551391529808e-12
5_1_0726,5_1,0726,r,0.11624177281472126,0.007718928984770905,15.059313674741789,4.797345371890368e-14
5_1_0727,5_1,0727,K,22396.33759276977,2500.356733252092,8.957256896554895,2.8185236057233927e-9
5_1_0727,5_1,0727,r,0.10998806806493584,0.009293441190459287,11.835020614091837,9.659066733705228e-12
5_1_0728,5_1,0728,K,20182.223303236395,1292.3094176607428,15.617175753287464,2.101966022278459e-14
5_1_0728,5_1,0728,r,0.13339096411861423,0.008391626482292492,15.895722289366415,1.404744849882415e-14
5_1_0729,5_1,0729,K,20918.658065362382,1256.862478387009,16.643553630631317,4.897476544827546e-15
5_1_0729,5_1,0729,r,0.1284040783722254,0.007890990927859897,16.272237485267222,8.22244141232342e-15
5_1_0730,5_1,0730,K,22116.81960108822,1427.8808537399607,15.489261266553854,2.534334930232079e-14
5_1_0730,5_1,0730,r,0.12539840259746282,0.006701370068598102,18.7123530433077,3.229379373777351e-16
5_1_0731,5_1,0731,K,20848.56935816235,1048.785828348077,19.878767232200822,7.806088390642116e-17
5_1_0731,5_1,0731,r,0.13502005151359886,0.00633018172077364,21.32956958731628,1.4745472246189354e-17
5_1_0732,5_1,0732,K,20723.63922786634,1836.2441261765168,11.285884557745451,2.644858357963162e-11
5_1_0732,5_1,0732,r,0.11994259398364399,0.009778589005041886,12.26583855010176,4.484159079228475e-12
5_1_0733,5_1,0733,K,21509.374690032124,1488.937228621315,14.44612591892056,1.2232787548861538e-13
5_1_0733,5_1,0733,r,0.11801738688063976,0.008529122504328777,13.836990478298619,3.200161714049815e-13
5_1_0734,5_1,0734,K,20949.352920732603,1023.8929761161979,20.460490900325443,3.9512623935798507e-17
