file_name,temperature,species,rep,cell_density,start_time,cell_volume,start.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours,total_biovolume
nov1/32TT2_copy/summary_export,32,TT,2,619,2016-11-01  14:48:25,1076,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-01 14:48:25 UTC,4.376863425925926,105.04472222222222,666044
nov1/32TT3_R2_copy/summary_export,32,TT,3,0,2016-11-01  14:45:58,0,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-01 14:45:58 UTC,4.375162037037037,105.0038888888889,0
nov1/32TT4_copy/summary_export,32,TT,4,0,2016-11-01  14:38:33,0,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-01 14:38:33 UTC,4.370011574074074,104.88027777777778,0
nov1/32TT5_R3_copy/summary_export,32,TT,5,754,2016-11-01  14:34:23,310.97,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-01 14:34:23 UTC,4.367118055555555,104.81083333333333,234471.38000000003
nov10/32TT1_copy/summary_export,32,TT,1,1719,2016-11-10  08:34:42,2696.48,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-10 08:34:42 UTC,13.117337962962964,314.8161111111111,4635249.12
nov10/32TT2_R3_copy/summary_export,32,TT,2,4060,2016-11-10  09:05:45,1377.72,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-10 09:05:45 UTC,13.138900462962964,315.3336111111111,5593543.2
nov10/32TT3_R2_copy/summary_export,32,TT,3,4193,2016-11-10  09:07:52,1513.41,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-10 09:07:52 UTC,13.14037037037037,315.3688888888889,6345728.13
nov10/32TT4_copy/summary_export,32,TT,4,2554,2016-11-10  08:39:47,1970.24,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-10 08:39:47 UTC,13.120868055555556,314.9008333333333,5031992.96
nov10/32TT5_copy_copy/summary_export,32,TT,5,1222,2016-11-10  08:45:16,1920.02,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-10 08:45:16 UTC,13.124675925925926,314.9922222222222,2346264.44
nov14/05TT1_copy/summary_export,5,TT,1,8274,2016-11-14  15:50:05,1168.45,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 15:50:05 UTC,17.4196875,418.0725,9667755.3
nov14/05TT2_copy/summary_export,5,TT,2,8756,2016-11-14  15:54:06,1147.95,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 15:54:06 UTC,17.42247685185185,418.13944444444445,10051450.200000001
nov14/05TT3_copy/summary_export,5,TT,3,7061,2016-11-14  15:56:25,1304.02,2016-10-28T05:45:44Z,2016-10-28 05:45:44 UTC--2016-11-14 15:56:25 UTC,17.424085648148147,418.17805555555555,9207685.22
